code;name_pl;name_en
A75.1;Dur wysypkowy nawrotowy [Choroba Brilla];Recrudescent typhus [Brills disease]
A75.2;Dur wysypkowy wywołany przez Rickettsia typhi;Typhus fever due to Rickettsia typhi
A75.3;Dur wysypkowy wywołany przez Rickettsia tsutsugamushi;Typhus fever due to Rickettsia tsutsugamushi
A75.9;Dur wysypkowy, nieokreślony;Typhus fever, unspecified
A77;Dur plamisty [riketsjoza przenoszona przez kleszcze];
A77.0;Dur plamisty wywołany przez Rickettsia rickettsii;Spotted fever due to Rickettsia rickettsii
A77.1;Dur plamisty wywołany przez Rickettsia conorii;Spotted fever due to Rickettsia conorii
A77.2;Dur plamisty wywołany przez Rickettsia sibirica;Spotted fever due to Rickettsia sibirica
A77.3;Dur plamisty wywołany przez Rickettsia australis;Spotted fever due to Rickettsia australis
A77.8;Inne dury plamiste;Other spotted fevers
A77.9;Dur plamisty, nieokreślony;Spotted fever, unspecified
A78;Gorączka Q;Q fever
A79;Inne choroby wywołane przez Rickettsia;
A79.0;Gorączka okopowa;Trench fever
A79.1;Ospa riketsjowa wywołana przez Rickettsia akari;Rickettsialpox due to Rickettsia akari
A79.8;Inne określone riketsjozy;Other specified rickettsioses
A79.9;Riketsjoza, nieokreślona;Rickettsiosis, unspecified
A80;Ostre nagminne porażenie dziecięce;
A80.0;Ostre nagminne porażenie poszczepienne;Acute paralytic poliomyelitis, vaccine-associated
A80.1;Ostre nagminne porażenie dziecięce, wirus dziki, importowany;Acute paralytic poliomyelitis, wild virus, imported
A80.2;Ostre nagminne porażenie dziecięce, wirus dziki, tubylczy;Acute paralytic poliomyelitis, wild virus, indigenous
A80.3;Inne i nieokreślone postacie ostrego nagminnego porażenia dziecięcego;Acute paralytic poliomyelitis, other and unspecified
A80.4;Ostre nagminne porażenie dziecięce, postać nieporażenna;Acute nonparalytic poliomyelitis
A80.9;Ostre nagminne porażenie dziecięce, nieokreślone;Acute poliomyelitis, unspecified
A81;Atypowe wirusowe zakażenia ośrodkowego układu nerwowego;
A81.0;Choroba Creutzfeldta-Jacoba;Creutzfeldt-Jakob disease
A81.1;Podostre stwardniające zapalenie mózgu;Subacute sclerosing panencephalitis
A81.2;Postępująca wieloogniskowa leukoencefalopatia;Progressive multifocal leukoencephalopathy
A81.8;Inne zakażenia ośrodkowego układu nerwowego wywołane przez atypowe wirusy;Other atypical virus infections of central nervous system
A81.9;Zakażenie ośrodkowego układu nerwowego wywołane przez atypowe wirusy, nieokreślone;Atypical virus infection of central nervous system, unspecified
A82;Wścieklizna;
A82.0;Wścieklizna leśna;Sylvatic rabies
A82.1;Wścieklizna miejska;Urban rabies
A82.9;Wścieklizna, nieokreślona;Rabies, unspecified
A83;Wirusowe zapalenie mózgu wywołane przez wirusy przenoszone przez komary;
A83.0;Japońskie zapalenie mózgu;Japanese encephalitis
A83.1;Zachodnie końskie zapalenie mózgu;Western equine encephalitis
A83.2;Wschodnie końskie zapalenie mózgu;Eastern equine encephalitis
A83.3;Zapalenie mózgu St Louis;St Louis encephalitis
A83.4;Australijskie zapalenie mózgu;Australian encephalitis
A83.5;Kalifornijskie zapalenie mózgu;California encephalitis
A83.6;Choroba wywołana przez wirus Rocio;Rocio virus disease
A83.8;Inne wirusowe zapalenia mózgu wywołane przez wirusy przenoszone przez komary;Other mosquito-borne viral encephalitis
A83.9;Wirusowe zapalenie mózgu wywołane przez wirusy przenoszone przez komary, nieokreślone;Mosquito-borne viral encephalitis, unspecified
A84;Wirusowe zapalenie mózgu wywołane przez wirusy przenoszone przez kleszcze;
A84.0;Dalekowschodnie zapalenie mózgu wywołane przez wirusy przenoszone przez kleszcze [rosyjskie wiosenno-letnie zapalenie mózgu];Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]
A84.1;Środkowoeuropejskie zapalenie mózgu przenoszone przez kleszcze;Central European tick-borne encephalitis
A84.8;Inne zapalenia mózgu wywołane przez wirusy przenoszone przez kleszcze;Other tick-borne viral encephalitis
A84.9;Wirusowe zapalenie mózgu wywołane przez wirusy przenoszone przez kleszcze, nieokreślone;Tick-borne viral encephalitis, unspecified
A85;Inne wirusowe zapalenie mózgu niesklasyfikowane gdzie indziej;
A85.0;Inne wirusowe zapalenie mózgu niesklasyfikowane gdzie indziej;Enteroviral encephalitis
A85.1;Inne wirusowe zapalenie mózgu niesklasyfikowane gdzie indziej;Adenoviral encephalitis
A85.2;Wirusowe zapalenie mózgu wywołane przez stawonogi, nieokreślone;Arthropod-borne viral encephalitis, unspecified
A85.8;Inne określone postacie wirusowego zapalenia mózgu;Other specified viral encephalitis
A86;Wirusowe zapalenie mózgu, nieokreślone;Unspecified viral encephalitis
A87;Wirusowe zapalenie opon mózgowo-rdzeniowych;
A87.0;Wirusowe zapalenie opon mózgowo-rdzeniowych;Enteroviral meningitis
A87.1;Wirusowe zapalenie opon mózgowo-rdzeniowych;Adenoviral meningitis
A87.2;Limfocytarne zapalenie splotu naczyniówkowego i opon mózgowo-rdzeniowych;Lymphocytic choriomeningitis
A87.8;Inne wirusowe postacie zapalenia opon mózgowo-rdzeniowych;Other viral meningitis
A87.9;Wirusowe zapalenie opon mózgowo-rdzeniowych, nieokreślone;Viral meningitis, unspecified
A88;Inne wirusowe zakażenia ośrodkowego układu nerwowego niesklasyfikowane gdzie indziej;
A88.0;Gorączka wysypkowa wywołana przez enterowirusy [wysypka bostońska];Enteroviral exanthematous fever [Boston exanthem]
A88.1;Epidemiczne zawroty głowy;Epidemic vertigo
A88.8;Inne określone postacie wirusowych zakażeń ośrodkowego układu nerwowego;Other specified viral infections of central nervous system
A89;Wirusowe zakażenie ośrodkowego układu nerwowego, nieokreślone;Unspecified viral infection of central nervous system
A90;Gorączka denga [denga klasyczna];Dengue fever [classical dengue]
A91;Gorączka krwotoczna denga;Dengue haemorrhagic fever
A92;Inne gorączki wirusowe przenoszone przez komary;
A92.0;Choroba wywołana przez wirus Chikungunya;Chikungunya virus disease
A92.1;Gorączka o’nyong-nyong;Onyong-nyong fever
A92.2;Wenezuelska gorączka końska;Venezuelan equine fever
A92.3;Zakażenie wirusem Zachodniego Nilu;West Nile fever
A92.4;Gorączka Doliny Riftu;Rift Valley fever
A92.8;Inne określone postacie gorączek wirusowych przenoszonych przez komary;Other specified mosquito-borne viral fevers
A92.9;Gorączka wirusowa przenoszona przez komary, nieokreślona;Mosquito-borne viral fever, unspecified
A93;Inne gorączki wirusowe przenoszone przez komary, niesklasyfikowane gdzie indziej;
A93.0;Choroba wywołana przez wirus Oropouche;Oropouche virus disease
A93.1;Gorączka wywołana przez owada Phlebotomus;Sandfly fever
A93.2;Gorączka kleszczowa Colorado;Colorado tick fever
A93.8;Inne określone postacie gorączek wirusowych przenoszonych przez stawonogi;Other specified arthropod-borne viral fevers
A94;Gorączki wirusowe przenoszone przez stawonogi, nieokreślone;Unspecified arthropod-borne viral fever
A95;Żółta gorączka;
A95.0;Żółta gorączka, postać leśna;Sylvatic yellow fever
A95.1;Żółta gorączka, postać miejska;Urban yellow fever
A95.9;Żółta gorączka, nieokreślona;Yellow fever, unspecified
A96;Gorączka krwotoczna wywołana przez arenawirusy;
A96.0;Gorączka krwotoczna Junin;Junin haemorrhagic fever
A96.1;Gorączka krwotoczna Machupo;Machupo haemorrhagic fever
A96.2;Gorączka Lassa;Lassa fever
A96.8;Inne gorączki krwotoczne wywołane przez arenawirusy;Other arenaviral haemorrhagic fevers
A96.9;Gorączka krwotoczna wywołana przez arenawirusy, nieokreślona;Arenaviral haemorrhagic fever, unspecified
A98;Inne wirusowe gorączki krwotoczne niesklasyfikowane gdzie indziej;
A98.0;Gorączka krwotoczna krymsko-kongijska;Crimean-Congo haemorrhagic fever
A98.1;Gorączka krwotoczna omska;Omsk haemorrhagic fever
A98.2;Choroba lasu Kyasanur;Kyasanur Forest disease
A98.3;Choroba wywołana przez wirus Marburg;Marburg virus disease
A98.4;Choroba wywołana przez wirus Ebola;Ebola virus disease
A98.5;Gorączka krwotoczna z zespołem nerkowym;Haemorrhagic fever with renal syndrome
A98.8;Inne określone postacie wirusowych gorączek krwotocznych;Other specified viral haemorrhagic fevers
A99;Nieokreślona wirusowa gorączka krwotoczna;Unspecified viral haemorrhagic fever
B00;Zakażenia wywołane przez wirus opryszczki [herpes simplex];
B00.0;Wyprysk opryszczkowy;Eczema herpeticum
B00.1;Pęcherzykowe zapalenie skóry wywołane przez wirus opryszczki;Herpesviral vesicular dermatitis
B00.2;Zapalenie dziąseł i jamy ustnej oraz gardła i migdałków wywołane przez wirus opryszczki;Herpesviral gingivostomatitis and pharyngotonsillitis
B00.3;Zakażenia wywołane przez wirus opryszczki [herpes simplex];Herpesviral meningitis
B00.4;Zakażenia wywołane przez wirus opryszczki [herpes simplex];Herpesviral encephalitis
B00.5;Choroba gałki ocznej wywołana przez wirus opryszczki;Herpesviral ocular disease
B00.7;Rozsiana opryszczka pospolita;Disseminated herpesviral disease
B00.8;Inne postacie zakażenia wirusem opryszczki;Other forms of herpesviral infection
B00.9;Zakażenie wywołane przez wirus opryszczki, nieokreślone;Herpesviral infection, unspecified
B01;Ospa wietrzna [varicella];
B01.0;Ospa wietrzna [varicella];Varicella meningitis
B01.1;Ospa wietrzna [varicella];Varicella encephalitis
B01.2;Ospa wietrzna [varicella];Varicella pneumonia
B01.8;Ospa wietrzna z innymi powikłaniami;Varicella with other complications
B01.9;Ospa wietrzna bez powikłań;Varicella without complication
B02;Choroba zakaźna wywołana przez wirus herpes zoster [półpasiec];
B02.0;Choroba zakaźna wywołana przez wirus herpes zoster [półpasiec];Zoster encephalitis
B02.1;Choroba zakaźna wywołana przez wirus herpes zoster [półpasiec];Zoster meningitis
B02.2;Choroba zakaźna wywołana przez wirus herpes zoster [półpasiec];Zoster with other nervous system involvement
B02.3;Choroba gałki ocznej wywołana przez wirus herpes zoster;Zoster ocular disease
B02.7;Półpasiec rozsiany;Disseminated zoster
B02.8;Półpasiec z innymi powikłaniami;Zoster with other complications
B02.9;Półpasiec bez powikłań;Zoster without complication
B03;Ospa prawdziwa;Smallpox
B04;Ospa małpia;Monkeypox
B05;Odra;
B05.0;Odra;Measles complicated by encephalitis
B05.1;Odra;Measles complicated by meningitis
B05.2;Odra;Measles complicated by pneumonia
B05.3;Odra;Measles complicated by otitis media
B05.4;Odra z powikłaniami jelitowymi;Measles with intestinal complications
B05.8;Odra z innymi powikłaniami;Measles with other complications
B05.9;Odra bez powikłań;Measles without complication
B06;Różyczka;
B06.0;Różyczka;Rubella with neurological complications
B06.8;Różyczka z innymi powikłaniami;Rubella with other complications
B06.9;Różyczka bez powikłań;Rubella without complication
B07;Brodawki wirusowe;Viral warts
B08;Inne zakażenia wirusowe charakteryzujące się uszkodzeniem skóry i błon śluzowych, niesklasyfikowane gdzie indziej;
B08.0;Inne zakażenia wywołane przez wirus z grupy orthopox;Other orthopoxvirus infections
B08.1;Mięczak zakaźny;Molluscum contagiosum
B08.2;Rumień nagły [choroba szósta];Exanthema subitum [sixth disease]
B08.3;Rumień zakaźny [choroba piąta];Erythema infectiosum [fifth disease]
B08.4;Enterowirusowe pęcherzykowe zapalenie jamy ustnej z wypryskiem;Enteroviral vesicular stomatitis with exanthem
B08.5;Enterowirusowe pęcherzykowe zapalenie gardła;Enteroviral vesicular pharyngitis
B08.8;Inne określone zakażenia wirusowe charakteryzujące się uszkodzeniem skóry i błon śluzowych;Other specified viral infections characterized by skin and mucous membrane lesions
B09;Nieokreślone zakażenie wirusowe charakteryzujące się uszkodzeniem skóry i błon śluzowych;Unspecified viral infection characterized by skin and mucous membrane lesions
B15;Ostre wirusowe zapalenie wątroby typu A;
B15.0;Wirusowe zapalenie wątroby typu A ze śpiączką wątrobową;Hepatitis A with hepatic coma
B15.9;Wirusowe zapalenie wątroby typu A bez śpiączki wątrobowej;Hepatitis A without hepatic coma
B16;Ostre wirusowe zapalenie wątroby typu B;
B16.0;Ostre wirusowe zapalenie wątroby typu B z nadkażeniem wirusem delta ze śpiączką wątrobową;Acute hepatitis B with delta-agent (coinfection) with hepatic coma
B16.1;Ostre wirusowe zapalenie wątroby typu B z nadkażeniem wirusem delta bez śpiączki wątrobowej;Acute hepatitis B with delta-agent (coinfection) without hepatic coma
B16.2;Ostre wirusowe zapalenie wątroby typu B bez nadkażenia wirusem delta ze śpiączką wątrobową;Acute hepatitis B without delta-agent with hepatic coma
B16.9;Ostre wirusowe zapalenie wątroby typu B bez nadkażenia wirusem delta bez śpiączki wątrobowej;Acute hepatitis B without delta-agent and without hepatic coma
B17;Inne ostre wirusowe zapalenie wątroby;
B17.0;Ostre zakażenie (nadkażenie) wirusem delta u nosiciela wirusa zapalenia wątroby typu B;Acute delta-(super)infection of hepatitis B carrier
B17.1;Ostre wirusowe zapalenie wątroby typu C;Acute hepatitis C
B17.2;Ostre wirusowe zapalenie wątroby typu E;Acute hepatitis E
B17.8;Inne określone postacie ostrego wirusowego zapalenia wątroby;Other specified acute viral hepatitis
B18;Przewlekłe wirusowe zapalenie wątroby;
B18.0;Przewlekłe wirusowe zapalenie wątroby typu B z wirusem delta;Chronic viral hepatitis B with delta-agent
B18.1;Przewlekłe wirusowe zapalenie wątroby typu B bez wirusa delta;Chronic viral hepatitis B without delta-agent
B18.2;Przewlekłe wirusowe zapalenie wątroby typu C;Chronic viral hepatitis C
B18.8;Inne postacie przewlekłego wirusowego zapalenia wątroby;Other chronic viral hepatitis
B18.9;Przewlekłe wirusowe zapalenie wątroby, nieokreślone;Chronic viral hepatitis, unspecified
B19;Nieokreślone wirusowe zapalenie wątroby;
B19.0;Nieokreślone wirusowe zapalenie wątroby ze śpiączką wątrobową;Unspecified viral hepatitis hepatic with coma
B19.9;Nieokreślone wirusowe zapalenie wątroby bez śpiączki wątrobowej;Unspecified viral hepatitis without hepatic coma
B20;Choroba wywołana przez ludzki wirus upośledzenia odporności [HIV], której skutkiem są choroby zakaźne i pasożytnicze;
B20.0;Choroba wywołana przez HIV, której skutkiem jest zakażenie wywołane przez mykobakterie;HIV disease resulting in mycobacterial infection
B20.1;Choroba wywołana przez HIV, której skutkiem są inne zakażenia bakteryjne;HIV disease resulting in other bacterial infections
B20.2;Choroba wywołana przez HIV, której skutkiem jest cytomegalia;HIV disease resulting in cytomegaloviral disease
B20.3;Choroba wywołana przez HIV, której skutkiem są inne zakażenia wirusowe;HIV disease resulting in other viral infections
B20.4;Choroba wywołana przez HIV, której skutkiem jest kandydoza;HIV disease resulting in candidiasis
B20.5;Choroba wywołana przez HIV, której skutkiem są inne grzybice;HIV disease resulting in other mycoses
B20.6;Choroba wywołana przez HIV, której skutkiem jest zapalenie płuc wywołane przez Pneumocystis jirovecii;HIV disease resulting in Pneumocystis carinii pneumonia
B20.7;Choroba wywołana przez HIV, której skutkiem są zakażenia mnogie;HIV disease resulting in multiple infections
B20.8;Choroba wywołana przez HIV, której skutkiem są inne choroby zakaźne i pasożytnicze;HIV disease resulting in other infectious and parasitic diseases
B20.9;Choroba wywołana przez HIV, której skutkiem są nieokreślone choroby zakaźne lub pasożytnicze;HIV disease resulting in unspecified infectious or parasitic disease
B21;Choroba wywołana przez ludzki wirus upośledzenia odporności [HIV], której skutkiem są nowotwory złośliwe;
B21.0;Choroba wywołana przez HIV, której skutkiem jest mięsak Kaposiego;HIV disease resulting in Kaposis sarcoma
B21.1;Choroba wywołana przez HIV, której skutkiem jest chłoniak Burkitta;HIV disease resulting in Burkitts lymphoma
B21.2;Choroba wywołana przez HIV, której skutkiem są inne typy chłoniaków nieziarniczych;HIV disease resulting in other types of non-Hodgkins lymphoma
B21.3;Choroba wywołana przez HIV, której skutkiem są inne nowotwory złośliwe tkanki limfatycznej, układu krwiotwórczego i tkanek pokrewnych;HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue
B21.7;Choroba wywołana przez HIV, której skutkiem są mnogie nowotwory złośliwe;HIV disease resulting in multiple malignant neoplasms
B21.8;Choroba wywołana przez HIV, której skutkiem są inne nowotwory złośliwe;HIV disease resulting in other malignant neoplasms
B21.9;Choroba wywołana przez HIV, której skutkiem są nieokreślone nowotwory złośliwe;HIV disease resulting in unspecified malignant neoplasm
B22;Choroba wywołana przez ludzki wirus upośledzenia odporności [HIV], której skutkiem są inne określone choroby;
